deney_id,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,ph_ideal,Turbidity_safe,Sulfate_safe,Chemistry_reactivity,solids_to_cond_ratio,hardness_sulfate_ratio,ph_dev_from_neutral,pollution_index,safety_violations
63,8.692091941833496,195.14373779296875,24656.240234375,8.231900215148926,341.6947147667811,398.3454284667969,12.380770683288574,48.44072341918945,4.477960109710693,False,0,1,1,101.91726885147273,61.896631442159325,0.5711055184305553,1.692091941833496,55.44059724724184,1
64,8.085760116577148,127.73967742919922,32653.91015625,6.534237384796143,317.9625094557726,416.2396240234375,11.119659423828125,78.2750473022461,4.068688869476318,False,1,1,1,72.65849431337847,78.44978755785525,0.4017444611507662,1.0857601165771484,45.24243453009694,0
65,6.203977584838867,212.30662536621094,21815.07421875,7.873991966247559,318.06178962467317,362.1080017089844,14.933012962341309,63.87382125854492,5.215689182281494,False,0,1,1,117.58242409734612,60.24466196700474,0.667501195127025,0.7960224151611328,77.88595416655289,1
68,7.036752223968506,211.20053100585938,12830.484375,4.502117156982422,326.9615173339844,333.329833984375,16.045148849487305,49.898406982421875,3.439739942550659,False,1,1,1,72.23713992161356,38.491857098844555,0.6459491994104408,0.03675222396850586,55.19113938175224,0
69,7.261550426483154,179.88978576660156,24964.77734375,5.8370866775512695,349.2692565917969,501.1827697753906,17.2877140045166,50.99300765991211,3.636364221572876,False,1,1,1,100.90988510108036,49.81172298705811,0.5150461480833937,0.2615504264831543,62.86442467880852,0
70,7.160467147827148,183.0893096923828,6743.34619140625,3.8030364513397217,277.5990905761719,428.0363464355469,9.7996244430542,90.03536987304688,3.8848910331726074,False,1,1,1,37.26832896637484,15.754143852051381,0.6595457811220682,0.16046714782714844,38.070473127280366,0
72,6.217273235321045,130.9444580078125,19460.3828125,7.09246301651001,300.13128662109375,556.6536865234375,14.083608627319336,57.89707565307617,5.325833320617676,False,0,1,1,99.8874733282637,34.9595866311056,0.4362905948450324,0.7827267646789551,75.00695210191589,1
73,8.67993450164795,242.22866821289062,22984.05078125,7.518764495849609,341.66718371675125,352.9425964355469,18.704408645629883,69.90790557861328,3.8734703063964844,False,0,1,1,140.63404364062444,65.1212150311419,0.7089608807872576,1.6799345016479492,72.45097148755303,1
74,7.036752223968506,219.30091857910156,14859.466796875,5.598326683044434,344.4423828125,425.21356201171875,15.771834373474121,49.35200119018555,4.655916690826416,False,1,1,1,88.29588121357756,34.945890934493725,0.636683895145958,0.03675222396850586,73.43234690440795,0
75,6.897322177886963,211.36016845703125,25650.77734375,6.76600980758667,293.75272666154797,383.0143127441406,13.93478775024414,90.52333068847656,5.0227837562561035,False,1,1,1,94.28291058479044,66.97080611166169,0.7195172965357222,0.10267782211303711,69.9914255588028,0
78,6.455004692077637,176.68397521972656,24468.048828125,5.756929874420166,314.7995910644531,477.58135986328125,16.24550437927246,57.7297248840332,2.293431520462036,False,0,1,1,93.52422948605727,51.23325747867607,0.5612585901431273,0.5449953079223633,37.25795180922751,1
79,7.316804885864258,217.52285766601562,31903.400390625,9.865047454833984,376.9379577636719,425.91339111328125,8.992753982543945,69.50921630859375,3.5083725452423096,False,1,1,1,88.71394478744332,74.90583996978327,0.577078674643101,0.3168048858642578,31.549931178475617,0
81,5.519125461578369,168.72857666015625,12531.6015625,7.730722904205322,346.5612639964298,443.57037353515625,18.099077224731445,66.62102508544922,3.758995771408081,False,0,1,1,139.91895084621228,28.25166485844013,0.4868650761125727,1.4808745384216309,68.03435475415381,1
82,7.408985614776611,204.9617462158203,9566.1220703125,6.505923271179199,311.4526672363281,504.14599609375,11.532143592834473,81.10694122314453,3.772420883178711,False,1,1,1,75.0272413672019,18.974904344095393,0.6580831282533651,0.40898561477661133,43.504099317424334,0
83,5.97676944732666,258.9527282714844,27267.982421875,7.648599147796631,383.65716552734375,514.118896484375,12.256790161132812,82.46979522705078,2.994671106338501,False,0,0,1,93.74727478116256,53.03828074653436,0.6749586632653934,1.0232305526733398,36.70505535199845,2
84,6.395359039306641,133.834228515625,23827.275390625,5.127747058868408,266.9084167480469,573.4002685546875,9.833874702453613,95.026611328125,4.191217422485352,False,0,0,1,50.42562208278696,41.55434982465159,0.501423782902045,0.6046409606933594,41.21590698346154,2
85,6.20964241027832,195.417724609375,13116.7080078125,7.879347801208496,340.0272824843343,417.2416687011719,7.507662296295166,70.5473861694336,3.6125195026397705,False,0,1,1,59.155482406529245,31.436716321278926,0.5747118954893461,0.7903575897216797,27.12157646459957,1
86,6.7628326416015625,232.07518005371094,27159.384765625,7.884990692138672,350.4452819824219,465.4137878417969,13.863965034484863,64.812255859375,4.916579246520996,False,1,1,1,109.31723525304915,58.35535047900568,0.662229430165712,0.2371673583984375,68.16328276304102,0
87,9.918717384338379,199.18124389648438,21470.27734375,6.799841403961182,329.1784362792969,430.5077209472656,15.966042518615723,59.292274475097656,3.3855085372924805,False,0,1,1,108.56655697548786,49.87199125403834,0.6050859392332729,2.918717384338379,54.053173253548266,1
89,8.721726417541504,206.36968994140625,28608.052734375,6.325442314147949,377.404541015625,506.9383544921875,13.553750991821289,42.38148498535156,2.5550270080566406,False,0,1,1,85.73347003909112,56.43300102356505,0.5468129472932053,1.721726417541504,34.630199844577874,1
90,7.036752223968506,197.9797821044922,17153.306640625,7.659204006195068,329.2803039550781,575.1146850585938,11.870981216430664,69.10983276367188,4.3839216232299805,False,1,1,1,90.92226689035215,29.82588874261053,0.6012499962046058,0.03675222396850586,52.041451243667325,0
91,7.036752223968506,199.10787963867188,29721.912109375,6.869690418243408,357.30322265625006,420.7095947265625,9.226618766784668,55.29428482055664,3.3551645278930664,False,1,0,1,63.384014534965445,70.64709816766948,0.5572518422901976,0.03675222396850586,30.956823998708387,1
92,6.09964656829834,237.919921875,20416.841796875,8.457830429077148,306.93738374684943,291.1048278808594,19.27005386352539,93.13800811767578,3.1727898120880127,False,0,1,1,162.98284793688072,70.13570291968949,0.7751415555691514,0.9003534317016602,61.13983057658061,1
93,9.026787757873535,253.21707153320312,27965.072265625,6.588374137878418,373.55322265625006,588.3196411132812,16.145732879638672,59.12445068359375,2.0190420150756836,False,0,1,1,106.37412894130466,47.53380690328934,0.6778607585146093,2.026787757873535,32.598913048179384,1
94,6.953371524810791,203.14654541015625,11609.109375,5.495737552642822,304.283203125,551.143310546875,9.387781143188477,55.958003997802734,3.6518657207489014,False,1,0,1,51.592781364613074,21.063685491196676,0.6676232623299949,0.046628475189208984,34.28291615070293,1
95,6.140877723693848,197.87608337402344,26687.875,7.587196350097656,329.2318420410156,548.07275390625,15.83633041381836,41.263648986816406,5.359460353851318,False,0,1,1,120.15334831466316,48.6940369888758,0.6010235266015022,0.8591222763061523,84.87418500334934,1
96,7.077874183654785,220.6705322265625,23873.37890625,6.181839466094971,341.9872436523438,333.05078125,10.661798477172852,90.29776763916016,4.764508247375488,False,1,1,1,65.90952660573839,71.68089726427898,0.6452595401646952,0.07787418365478516,50.79822677634547,0
97,5.488314151763916,135.8023681640625,21485.15234375,8.187416076660156,280.603271484375,441.3311462402344,14.860262870788574,88.28734588623047,5.066786289215088,False,0,1,1,121.66715513169038,48.68261050257294,0.48396573198063636,1.511685848236084,75.29377616784359,1
98,7.205559253692627,120.3276138305664,24627.8671875,6.202469348907471,289.7687072753906,418.43328857421875,13.643147468566895,63.733734130859375,3.7100532054901123,False,1,1,1,84.62120399641071,58.85733234217657,0.4152539953217079,0.20555925369262695,50.61680299873092,0
99,9.17786979675293,163.2748260498047,20868.33203125,7.726040363311768,320.4214172363282,426.994384765625,10.214274406433105,62.43092727661133,3.1087698936462402,False,0,0,1,78.91589634604452,48.87261455166888,0.5095627718911744,2.1778697967529297,31.75382876016056,2
100,4.270716190338135,166.83770751953125,24405.25,7.391510009765625,297.20672607421875,349.5189208984375,13.47852611541748,54.47483825683594,3.7639060020446777,False,0,1,1,99.62666069899569,69.82526115450662,0.5613523932043045,2.7292838096618652,50.73190534453579,1
101,7.348844528198242,223.2649383544922,11519.046875,8.889558792114258,295.53820950388115,494.158447265625,18.145374298095703,73.71552276611328,4.880875110626221,False,1,1,1,161.30437162784074,23.310431938235663,0.7554520208193525,0.3488445281982422,88.56530578457205,0
102,8.526169776916504,175.6128387451172,11837.123046875,7.48370885848999,308.3985290527344,474.240478515625,21.845916748046875,52.37220001220703,5.083014011383057,False,0,1,1,163.48848068919324,24.960170120789947,0.5694347463818599,1.526169776916504,111.04310092183005,1
103,7.036752223968506,169.0419158935547,36152.8203125,8.330389022827148,329.0397033691406,590.748779296875,17.695114135742188,103.15045928955078,3.995973825454712,False,1,1,1,147.40718455406022,61.19829869869855,0.5137432159369776,0.03675222396850586,70.70921292485946,0
105,8.490571975708008,204.12364196777344,22989.796875,8.270792961120605,358.84710693359375,435.0008850097656,17.084245681762695,62.42163848876953,3.875556707382202,False,1,1,1,141.300258930778,52.850000113525944,0.5688317878419336,1.4905719757080078,66.21096294252084,0
106,7.036752223968506,213.54193115234375,22539.7109375,6.957204341888428,334.04119873046875,463.3988342285156,11.623019218444824,69.61585235595703,3.398592472076416,False,1,1,1,80.86371977241697,48.6399818557701,0.6392682439311275,0.03675222396850586,39.50190561860609,0
107,8.85840129852295,254.61752319335938,9624.30078125,7.954015731811523,348.408203125,344.3033752441406,7.935467720031738,78.10855102539062,5.525726318359375,False,0,1,1,63.11883508441497,27.952966614029208,0.7308023180246613,1.8584012985229492,43.84922282907064,1
108,6.098156452178955,189.995849609375,27776.900390625,6.443098068237305,347.9303894042969,245.85963439941406,14.636881828308105,73.42462921142578,3.9773623943328857,False,0,0,1,94.30686503298966,112.97869349517143,0.5460743150047883,0.9018435478210449,58.21618335420703,2
109,8.419970512390137,185.718994140625,13237.9892578125,3.9982657432556152,308.14263916015625,463.64727783203125,17.209564208984375,48.783111572265625,3.9624783992767334,False,1,1,1,68.80841103314015,28.55185366591641,0.6027046242094184,1.4199705123901367,68.19252643906657,0
110,9.286154747009277,222.6615447998047,12311.2685546875,7.289865970611572,332.2393493652344,353.7401123046875,14.171762466430664,66.62102508544922,5.239981651306152,False,0,1,1,103.31024894762322,34.803145279945724,0.6701841445181926,2.2861547470092773,74.2597752907659,1
111,7.875895023345947,226.2847900390625,12710.2490234375,7.303126811981201,346.4032592773438,445.3741455078125,6.063461780548096,63.12804412841797,4.238589286804199,False,1,1,1,44.28223030294407,28.538362909250154,0.6532409361790942,0.8758950233459473,25.700524143977873,0
114,6.745306491851807,218.4246368408203,21871.837890625,7.165509223937988,333.5493141762813,373.05010986328125,16.82662010192871,74.0860824584961,3.9023525714874268,False,1,1,1,120.57130154807055,58.62975845258705,0.6548496036497109,0.25469350814819336,65.66340422420353,0
115,7.036752223968506,190.4239044189453,28062.642578125,9.61514663696289,357.2267150878906,263.77191162109375,13.44522476196289,67.05555725097656,5.6290154457092285,False,1,1,1,129.27780765319767,106.38980587154768,0.5330617667803272,0.03675222396850586,75.6833778561213,0
116,7.183825492858887,261.8507995605469,14100.96875,9.008495330810547,358.7247009277344,290.423828125,17.1499080657959,82.02511596679688,4.597165584564209,False,1,1,1,154.4948667345525,48.553070842995005,0.7299491731497685,0.18382549285888672,78.84096713851704,0
117,10.111976623535156,240.43209838867188,15331.302734375,5.392651081085205,361.9029235839844,403.04180908203125,16.13112449645996,61.11114501953125,3.4257631301879883,False,0,0,1,86.98952595495484,38.03898838995045,0.6643552236143271,3.1119766235351562,55.26141154844481,2
120,6.877457141876221,136.87921142578125,27433.587890625,7.091521739959717,307.39709472656244,342.19635009765625,18.403846740722656,81.19341278076172,3.8276500701904297,False,1,1,1,130.5112792607215,80.16914208064125,0.4452846605536534,0.1225428581237793,70.44348526890099,0
121,7.036752223968506,146.97024536132812,16367.4580078125,7.687036991119385,349.5852041179608,468.94500732421875,18.601381301879883,49.56196975708008,4.664350509643555,False,1,0,1,142.98950615346712,34.90272359716938,0.42041323033603734,0.03675222396850586,86.76336235549752,1
122,7.036752223968506,230.80947875976562,27418.78125,7.13649845123291,369.30999755859375,274.66058349609375,9.578584671020508,72.37690734863281,4.197595119476318,False,1,1,1,68.35755466974115,99.82787046166048,0.6249748982172385,0.03675222396850586,40.20702026656636,0
123,7.52105188369751,267.0596618652344,26865.373046875,10.449450492858887,351.7887174323437,505.7093811035156,16.23774528503418,57.03778076171875,2.8807854652404785,False,1,1,1,169.67551547161747,53.12413413238954,0.7591478858540927,0.5210518836975098,46.777460605403576,0
124,8.550875663757324,231.248779296875,28918.419921875,7.82252836227417,369.26422119140625,432.2852783203125,16.26629638671875,73.14946746826172,3.7728865146636963,False,0,1,1,127.24356483426527,66.89661042204303,0.6262420386262288,1.5508756637573242,61.37089028097398,1
127,7.371085166931152,207.71682739257812,24913.837890625,9.61633014678955,362.3001708984375,363.1685485839844,11.542661666870117,67.720703125,4.4125895500183105,False,1,1,1,110.99804536131523,68.60130900421916,0.5733279846491676,0.37108516693115234,50.93302825062801,0
129,6.506487846374512,202.2859344482422,17087.076171875,6.2019829750061035,326.662353515625,481.7719421386719,16.535186767578125,46.20574951171875,3.5487756729125977,False,1,0,1,102.55094682106574,35.46714667640308,0.6192508308715028,0.4935121536254883,58.67966854784754,1
131,5.033773899078369,155.32147216796875,34971.80859375,7.1214776039123535,320.1155090332031,500.6373291015625,18.312498092651367,63.19330596923828,3.244948387145996,False,0,1,1,130.4120450385044,69.85457633903448,0.4852044568282819,1.9662261009216309,59.423111150363184,1
132,6.912607669830322,155.74049377441406,17973.1796875,4.916302680969238,275.9082336425781,439.6480407714844,18.380712509155273,55.507469177246094,2.6122488975524902,False,1,1,1,90.36514618688489,40.88083644153227,0.56446482641653,0.08739233016967773,48.01499598827013,0
134,6.078335762023926,197.5019073486328,35957.79296875,8.130472183227539,379.5277099609375,360.06048583984375,20.098413467407227,41.86595916748047,4.201581001281738,False,0,1,1,163.4095916237602,99.86597886466826,0.5203886347285995,0.9216642379760742,84.44511218056323,1
135,6.242414474487305,191.90872192382812,28149.412109375,7.130436897277832,319.3067932128906,448.2425231933594,19.37009048461914,60.93947982788086,4.508705139160156,False,0,1,1,138.11720789513856,62.79951274152678,0.6010167193494709,0.7575855255126953,87.33402651399956,1
136,6.063354969024658,160.76731872558594,14775.1455078125,7.484103679656982,305.8285522460937,327.2702331542969,12.309016227722168,69.0384521484375,3.467336893081665,False,0,0,1,92.12195364285299,45.14662186126746,0.5256779231997345,0.9366450309753418,42.67950608392198,2
137,8.129585266113281,177.8989715576172,27834.216796875,9.00600814819336,334.43853759765625,397.02142333984375,15.936262130737305,81.39075469970703,3.362537145614624,False,1,1,1,143.52210660116543,70.10759392432529,0.5319332284597655,1.1295852661132812,53.58627337685584,0
